-14.001,12.85918947,17.21,-29.0094,40.131,41.85904,-88.8847,-46.9846,0
-11.18163606,9.968350391,17.22101908,5.457115144,6.945864618,36.30406432,67.41954232,-39.41399139,1
-24.57484752,-1.982319983,29.98975296,-28.59809141,21.0320159,33.06075005,-59.56758759,-39.55988346,0
-29.46907438,16.50394252,4.984018192,-79.42714626,65.27872592,-5.853365806,-97.20920517,-25.46573409,1
-13.82622929,-6.091762764,6.564472295,-132.1473432,23.30258314,31.25764937,92.86298775,-39.60404955
-6.636686366,25.93498582,28.80913425,-102.1636532,48.78145262,11.97456947,-6.467569596,-45.63251583,0
-19.14821268,19.54048168,8.469450142,-124.927841,38.74477025,4.997790707,83.24281457,-38.09204263,0
-7.928286216,47.01711214,23.21542554,16.89228433,13.03632457,5.121293965,13.49327073,-39.68700279,0
-12.04976245,43.05460853,6.546245206,19.77483771,65.72083058,29.31790259,39.31003124,-22.54682587,0
-3.94271947,11.37294826,1.08255211,-27.06942244,20.56523353,29.68372811,-61.56501808,-47.39982785
-27.35584521,17.26334401,13.23077106,-45.72088154,45.22359836,-2.673221236,44.50818724,-46.01374143,0
-9.216452951,19.29217282,26.40450061,-30.13318807,42.58693479,37.80123847,52.26342363,-47.62230598,0
-30.9525774,-4.099286355,7.104788087,16.34735006,19.06196054,28.86335018,-22.85291546,-47.74659897,0
0.000516011,5.417173365,27.34399791,-30.1439017,6.826832787,1.022781943,21.7193821,-23.38553437,1
-17.99039214,17.20283826,3.899599106,-40.66375852,34.16831097,5.909001534,84.82239431,-22.62906768
-17.44935376,56.85459703,2.699456743,-92.19080606,25.65342552,37.90811389,72.72739256,-43.17652763,0
-9.178949718,-7.421967492,3.743931596,-29.73214348,34.50201689,-7.521234162,-30.58092668,-42.98940604,0
-21.66875205,32.46230859,5.823456985,-39.29985415,19.75792856,30.14306016,59.42601219,-29.55360823,0
-4.994590653,41.56848919,11.16343364,-85.25808848,62.16841465,25.94754461,6.846081166,-21.55839816,1
-5.439425032,17.20154415,0.551116521,17.11437999,14.71597052,21.05798352,39.47219908,-31.72635041,1
-15.31920825,29.77181919,-0.059283804,-110.0323261,64.92171453,11.72471498,35.68748189,-31.78148255,0
-16.96157536,-6.239257162,16.29927801,-100.5542589,10.39300519,26.15047315,-71.88685832,-21.91680136,1
-28.58471484,7.994616145,1.852832074,-101.9313047,12.14892229,-13.24806589,44.34786483,-29.56109985,0
-19.49927114,28.35301872,27.7677753,-80.86350825,34.57897272,32.85992463,-85.30954773,-42.62876642,1
-29.87760469,4.147918764,27.30474119,-102.9996762,19.13535948,11.2944066,76.86738093,-37.98898551,1
-8.647057614,30.93033859,29.34920644,-40.27498527,57.59415747,15.06450319,16.14704916,-49.81746327,1
-21.36133897,33.36027723,15.5427953,-97.1463939,19.84642083,9.255264807,-77.23360052,-40.68981968,0
-27.06586653,47.95228577,8.785067627,0.707821284,61.08604308,-13.77736285,-40.1630171,-21.1206347,0
-11.6361364,27.17218545,11.76747306,-8.866153873,53.28934805,-7.821867481,-32.54286073,-30.32977719,0
-8.814137295,27.67013097,0.576043518,8.457778849,62.52621603,37.65019402,45.56413075,-25.78573628,0
-13.76960512,-3.039667747,1.807699091,-41.14053923,10.87332875,40.1917532,-65.51629231,-41.15839625,1
-28.81988226,4.36867767,27.31488245,-142.0428489,25.77603004,13.71928378,25.57121629,-21.8742138,1
-29.8595024,30.60233654,24.94381027,0.413652963,14.63285671,35.93778224,44.81834957,-30.48458526,0
-25.15377126,-3.963921749,12.9890092,-51.75409679,39.945976,28.3303119,68.65717263,-25.33027447,0
-18.2321347,2.900027804,15.6077741,-50.07470071,26.36499995,20.67515994,-48.20197082,-42.97823163,1
-2.725332518,-6.682570078,12.46295453,0.586344869,41.53169002,36.21253137,-63.27286873,-44.58348867,1
-20.31317567,4.68781663,14.14579446,-38.03405914,20.38079903,20.84707689,-83.42628908,-44.86791782,0
-26.49874769,0.066371674,4.660745282,-107.6590435,59.3583556,26.62234266,-19.36167036,-45.22780428,0
-1.213235581,53.67925403,12.84049414,-65.25566953,48.63755354,-4.946983547,-3.543362259,-38.27768596,0
0.647891154,-7.453488025,18.92762878,-100.4666508,52.38879806,20.16641993,-49.17237696,-35.15218193,0
-30.09684047,22.77059933,25.01835459,-66.81923815,58.67890236,24.57875512,28.71514708,-31.30190725,0
-17.99039214,17.20283826,3.899599106,-40.66375852,34.16831097,5.909001534,84.82239431,-22.62906768,1
-23.41410457,54.72420599,11.13361526,-50.22813499,12.22271941,40.47648253,84.09655822,-42.04896289,1
-17.9234362,20.41441971,1.635405969,-109.2950118,21.00711367,8.06000515,86.02805585,-37.75800136,0
-0.4013064,-1.023133931,20.5184645,-79.06511279,32.90761494,41.81258165,87.50978534,-31.26213339,0
-5.207746263,-8.294930328,26.41775234,-100.9125035,50.87432348,17.46597687,-41.26879209,-22.1991363,0
-24.83099797,24.33566339,12.28325427,-40.71865557,8.34076699,13.48609762,-41.00010235,-27.96824003,0
-0.903215343,52.66360468,20.31773208,-68.97750447,26.66967429,22.47524647,-40.28768247,-40.0278068,0
-4.285946257,39.74893287,11.50976499,-19.58100135,60.67236304,7.225690841,-22.09171701,-38.77882729,0
1.079982632,1.53969938,2.20839434,-68.62853088,9.42708889,-10.68433549,-10.01529874,-29.5123821,1
-26.52982273,56.31122165,24.3052272,-70.17354919,14.17266956,13.96844893,27.2589796,-27.39383715,1
-5.807254834,44.27989267,17.27862822,-116.6181794,56.49820378,24.39500023,78.76602086,-20.68381711,0
